                   n                    p                    t                    s
581 146.764070987718 146.765171520715 146.76443783205 
582 146.764072247265 146.765169001616 146.764437832049 
583 146.764073500337 146.765166495468 146.764437832047 
584 146.764074746977 146.765164002184 146.764437832046 
585 146.76407598723 146.765161521675 146.764437832045 
586 146.764077221139 146.765159053854 146.764437832044 
587 146.764078448747 146.765156598634 146.764437832043 
588 146.764079670097 146.76515415593 146.764437832041 
589 146.764080885231 146.765151725658 146.76443783204 
590 146.764082094193 146.765149307732 146.764437832039 
591 146.764083297022 146.76514690207 146.764437832038 
592 146.764084493761 146.765144508588 146.764437832037 
593 146.764085684451 146.765142127204 146.764437832036 
594 146.764086869133 146.765139757838 146.764437832034 
595 146.764088047846 146.765137400407 146.764437832033 
596 146.764089220631 146.765135054834 146.764437832032 
597 146.764090387528 146.765132721037 146.764437832031 
598 146.764091548576 146.765130398938 146.76443783203 
599 146.764092703813 146.76512808846 146.764437832029 
600 146.76409385328 146.765125789524 146.764437832028 
601 146.764094997013 146.765123502054 146.764437832027 
602 146.764096135051 146.765121225974 146.764437832026 
603 146.764097267433 146.765118961209 146.764437832025 
604 146.764098394194 146.765116707683 146.764437832023 
605 146.764099515373 146.765114465322 146.764437832023 
606 146.764100631006 146.765112234053 146.764437832021 
607 146.76410174113 146.765110013802 146.76443783202 
608 146.76410284578 146.765107804498 146.764437832019 
609 146.764103944994 146.765105606068 146.764437832018 
610 146.764105038806 146.765103418441 146.764437832017 
611 146.764106127252 146.765101241546 146.764437832016 
612 146.764107210366 146.765099075314 146.764437832015 
613 146.764108288185 146.765096919674 146.764437832014 
614 146.764109360741 146.765094774558 146.764437832014 
615 146.76411042807 146.765092639898 146.764437832013 
616 146.764111490205 146.765090515626 146.764437832012 
617 146.764112547179 146.765088401674 146.764437832011 
618 146.764113599027 146.765086297975 146.76443783201 
619 146.764114645781 146.765084204464 146.764437832009 
620 146.764115687475 146.765082121074 146.764437832008 
621 146.76411672414 146.765080047741 146.764437832007 
622 146.764117755809 146.7650779844 146.764437832006 
623 146.764118782514 146.765075930987 146.764437832005 
624 146.764119804288 146.765073887438 146.764437832004 
625 146.76412082116 146.76507185369 146.764437832003 
626 146.764121833163 146.765069829681 146.764437832003 
627 146.764122840328 146.765067815348 146.764437832002 
628 146.764123842686 146.765065810631 146.764437832001 
629 146.764124840267 146.765063815467 146.764437832 
630 146.764125833101 146.765061829796 146.764437831999 
631 146.764126821218 146.765059853559 146.764437831998 
632 146.764127804649 146.765057886694 146.764437831997 
633 146.764128783423 146.765055929144 146.764437831997 
634 146.764129757569 146.76505398085 146.764437831996 
635 146.764130727116 146.765052041753 146.764437831995 
636 146.764131692094 146.765050111796 146.764437831994 
637 146.76413265253 146.76504819092 146.764437831993 
638 146.764133608454 146.76504627907 146.764437831993 
639 146.764134559893 146.765044376189 146.764437831992 
640 146.764135506877 146.76504248222 146.764437831991 
641 146.764136449431 146.765040597108 146.76443783199 
642 146.764137387585 146.765038720799 146.764437831989 
643 146.764138321365 146.765036853237 146.764437831989 
644 146.764139250798 146.765034994368 146.764437831988 
645 146.764140175912 146.765033144138 146.764437831987 
646 146.764141096733 146.765031302494 146.764437831986 
647 146.764142013287 146.765029469383 146.764437831986 
648 146.764142925602 146.765027644752 146.764437831985 
649 146.764143833702 146.765025828548 146.764437831984 
650 146.764144737615 146.765024020721 146.764437831984 
651 146.764145637365 146.765022221218 146.764437831983 
652 146.764146532979 146.765020429989 146.764437831982 
653 146.764147424481 146.765018646983 146.764437831982 
654 146.764148311897 146.765016872149 146.764437831981 
655 146.764149195251 146.765015105438 146.76443783198 
656 146.764150074569 146.7650133468 146.764437831979 
657 146.764150949874 146.765011596187 146.764437831979 
658 146.764151821192 146.765009853549 146.764437831978 
659 146.764152688547 146.765008118838 146.764437831977 
660 146.764153551962 146.765006392006 146.764437831977 
661 146.764154411461 146.765004673006 146.764437831976 
662 146.764155267068 146.76500296179 146.764437831975 
663 146.764156118807 146.765001258311 146.764437831975 
664 146.7641569667 146.764999562522 146.764437831974 
665 146.764157810771 146.764997874378 146.764437831973 
666 146.764158651043 146.764996193833 146.764437831973 
667 146.764159487538 146.764994520841 146.764437831972 
668 146.764160320279 146.764992855356 146.764437831972 
669 146.764161149289 146.764991197334 146.764437831971 
670 146.76416197459 146.764989546731 146.76443783197 
671 146.764162796203 146.764987903502 146.76443783197 
672 146.764163614152 146.764986267603 146.764437831969 
673 146.764164428457 146.764984638991 146.764437831968 
674 146.76416523914 146.764983017623 146.764437831968 
675 146.764166046223 146.764981403456 146.764437831967 
676 146.764166849727 146.764979796447 146.764437831967 
677 146.764167649672 146.764978196553 146.764437831966 
678 146.764168446081 146.764976603734 146.764437831965 
679 146.764169238974 146.764975017947 146.764437831965 
680 146.764170028371 146.76497343915 146.764437831964 
681 146.764170814293 146.764971867304 146.764437831964 
682 146.764171596761 146.764970302367 146.764437831963 
683 146.764172375794 146.764968744299 146.764437831963 
684 146.764173151413 146.764967193059 146.764437831962 
685 146.764173923638 146.764965648608 146.764437831961 
686 146.764174692488 146.764964110907 146.764437831961 
687 146.764175457983 146.764962579915 146.76443783196 
688 146.764176220143 146.764961055594 146.76443783196 
689 146.764176978986 146.764959537906 146.764437831959 
690 146.764177734532 146.764958026811 146.764437831959 
691 146.764178486801 146.764956522273 146.764437831958 
692 146.764179235811 146.764955024252 146.764437831958 
693 146.76417998158 146.764953532711 146.764437831957 
694 146.764180724128 146.764952047613 146.764437831957 
695 146.764181463474 146.764950568921 146.764437831956 
696 146.764182199634 146.764949096598 146.764437831956 
697 146.764182932629 146.764947630608 146.764437831955 
698 146.764183662475 146.764946170914 146.764437831955 
699 146.764184389191 146.76494471748 146.764437831954 
700 146.764185112795 146.764943270271 146.764437831954 
701 146.764185833304 146.764941829251 146.764437831953 
702 146.764186550736 146.764940394385 146.764437831953 
703 146.764187265109 146.764938965637 146.764437831952 
704 146.76418797644 146.764937542974 146.764437831951 
705 146.764188684747 146.76493612636 146.764437831951 
706 146.764189390045 146.764934715762 146.764437831951 
707 146.764190092353 146.764933311144 146.76443783195 
708 146.764190791687 146.764931912475 146.76443783195 
709 146.764191488064 146.764930519719 146.764437831949 
710 146.764192181501 146.764929132845 146.764437831949 
711 146.764192872014 146.764927751818 146.764437831948 
712 146.764193559619 146.764926376605 146.764437831948 
713 146.764194244334 146.764925007175 146.764437831947 
714 146.764194926173 146.764923643495 146.764437831947 
715 146.764195605154 146.764922285532 146.764437831946 
716 146.764196281291 146.764920933256 146.764437831946 
717 146.764196954602 146.764919586633 146.764437831946 
718 146.764197625101 146.764918245633 146.764437831945 
719 146.764198292805 146.764916910225 146.764437831945 
720 146.764198957728 146.764915580377 146.764437831944 
721 146.764199619887 146.764914256058 146.764437831944 
722 146.764200279296 146.764912937238 146.764437831943 
723 146.764200935971 146.764911623887 146.764437831943 
724 146.764201589927 146.764910315974 146.764437831943 
725 146.764202241179 146.764909013469 146.764437831942 
726 146.764202889741 146.764907716343 146.764437831942 
727 146.764203535629 146.764906424566 146.764437831941 
728 146.764204178857 146.764905138108 146.764437831941 
729 146.76420481944 146.764903856941 146.764437831941 
730 146.764205457393 146.764902581035 146.76443783194 
731 146.764206092728 146.764901310362 146.76443783194 
732 146.764206725462 146.764900044893 146.764437831939 
733 146.764207355608 146.7648987846 146.764437831939 
734 146.764207983181 146.764897529454 146.764437831939 
735 146.764208608193 146.764896279428 146.764437831938 
736 146.76420923066 146.764895034494 146.764437831938 
737 146.764209850594 146.764893794624 146.764437831937 
738 146.76421046801 146.764892559791 146.764437831937 
739 146.764211082922 146.764891329966 146.764437831937 
740 146.764211695342 146.764890105125 146.764437831936 
741 146.764212305284 146.764888885239 146.764437831936 
742 146.764212912763 146.764887670281 146.764437831935 
743 146.764213517789 146.764886460226 146.764437831935 
744 146.764214120378 146.764885255047 146.764437831935 
745 146.764214720542 146.764884054718 146.764437831935 
746 146.764215318295 146.764882859213 146.764437831934 
747 146.764215913648 146.764881668505 146.764437831934 
748 146.764216506615 146.76488048257 146.764437831933 
749 146.764217097208 146.764879301382 146.764437831933 
750 146.764217685441 146.764878124916 146.764437831932 
751 146.764218271325 146.764876953146 146.764437831932 
752 146.764218854874 146.764875786047 146.764437831932 
753 146.7642194361 146.764874623595 146.764437831932 
754 146.764220015014 146.764873465766 146.764437831931 
755 146.764220591629 146.764872312533 146.764437831931 
756 146.764221165959 146.764871163875 146.764437831931 
757 146.764221738013 146.764870019765 146.76443783193 
758 146.764222307804 146.76486888018 146.76443783193 
759 146.764222875346 146.764867745097 146.76443783193 
760 146.764223440648 146.764866614491 146.764437831929 
761 146.764224003723 146.76486548834 146.764437831929 
762 146.764224564583 146.764864366619 146.764437831929 
763 146.764225123239 146.764863249306 146.764437831928 
764 146.764225679703 146.764862136377 146.764437831928 
765 146.764226233986 146.76486102781 146.764437831928 
766 146.7642267861 146.764859923582 146.764437831927 
767 146.764227336056 146.764858823669 146.764437831927 
768 146.764227883864 146.764857728051 146.764437831927 
769 146.764228429537 146.764856636704 146.764437831926 
770 146.764228973086 146.764855549606 146.764437831926 
771 146.764229514521 146.764854466736 146.764437831926 
772 146.764230053853 146.76485338807 146.764437831925 
773 146.764230591093 146.764852313589 146.764437831925 
774 146.764231126253 146.764851243269 146.764437831925 
775 146.764231659342 146.76485017709 146.764437831925 
776 146.764232190371 146.76484911503 146.764437831924 
777 146.764232719352 146.764848057068 146.764437831924 
778 146.764233246294 146.764847003182 146.764437831924 
779 146.764233771208 146.764845953353 146.764437831923 
780 146.764234294105 146.764844907559 146.764437831923 
781 146.764234814994 146.76484386578 146.764437831923 
782 146.764235333886 146.764842827995 146.764437831922 
783 146.764235850792 146.764841794183 146.764437831922 
784 146.764236365721 146.764840764325 146.764437831922 
785 146.764236878683 146.764839738399 146.764437831922 
786 146.764237389688 146.764838716387 146.764437831921 
787 146.764237898747 146.764837698269 146.764437831921 
788 146.764238405869 146.764836684024 146.764437831921 
789 146.764238911064 146.764835673633 146.764437831921 
790 146.764239414342 146.764834667077 146.76443783192 
791 146.764239915712 146.764833664336 146.76443783192 
792 146.764240415184 146.764832665391 146.76443783192 
793 146.764240912768 146.764831670222 146.764437831919 
794 146.764241408473 146.764830678811 146.764437831919 
795 146.764241902309 146.764829691139 146.764437831919 
796 146.764242394284 146.764828707187 146.764437831919 
797 146.764242884409 146.764827726936 146.764437831918 
798 146.764243372693 146.764826750368 146.764437831918 
799 146.764243859144 146.764825777465 146.764437831918 
800 146.764244343773 146.764824808207 146.764437831918 
801 146.764244826587 146.764823842578 146.764437831917 
802 146.764245307596 146.764822880558 146.764437831917 
803 146.76424578681 146.764821922131 146.764437831917 
804 146.764246264236 146.764820967277 146.764437831916 
805 146.764246739885 146.76482001598 146.764437831916 
806 146.764247213764 146.764819068221 146.764437831916 
807 146.764247685882 146.764818123983 146.764437831916 
808 146.764248156249 146.764817183249 146.764437831916 
809 146.764248624872 146.764816246001 146.764437831915 
810 146.764249091762 146.764815312222 146.764437831915 
811 146.764249556925 146.764814381896 146.764437831915 
812 146.76425002037 146.764813455004 146.764437831915 
813 146.764250482106 146.764812531531 146.764437831914 
814 146.764250942142 146.764811611459 146.764437831914 
815 146.764251400485 146.764810694772 146.764437831914 
816 146.764251857144 146.764809781452 146.764437831914 
817 146.764252312128 146.764808871485 146.764437831913 
818 146.764252765444 146.764807964852 146.764437831913 
819 146.7642532171 146.764807061539 146.764437831913 
820 146.764253667105 146.764806161528 146.764437831913 
821 146.764254115467 146.764805264804 146.764437831912 
822 146.764254562193 146.764804371351 146.764437831912 
823 146.764255007292 146.764803481153 146.764437831912 
824 146.764255450771 146.764802594194 146.764437831912 
825 146.764255892639 146.764801710457 146.764437831912 
826 146.764256332902 146.764800829929 146.764437831911 
827 146.76425677157 146.764799952593 146.764437831911 
828 146.764257208649 146.764799078434 146.764437831911 
829 146.764257644148 146.764798207437 146.764437831911 
830 146.764258078073 146.764797339585 146.764437831911 
831 146.764258510433 146.764796474865 146.76443783191 
832 146.764258941235 146.764795613261 146.76443783191 
833 146.764259370486 146.764794754758 146.76443783191 
834 146.764259798194 146.764793899342 146.76443783191 
835 146.764260224366 146.764793046996 146.76443783191 
836 146.76426064901 146.764792197708 146.764437831909 
837 146.764261072133 146.764791351462 146.764437831909 
838 146.764261493741 146.764790508244 146.764437831909 
839 146.764261913844 146.764789668039 146.764437831909 
840 146.764262332447 146.764788830832 146.764437831909 
841 146.764262749557 146.764787996611 146.764437831908 
842 146.764263165182 146.76478716536 146.764437831908 
843 146.764263579329 146.764786337066 146.764437831908 
844 146.764263992005 146.764785511714 146.764437831908 
845 146.764264403216 146.76478468929 146.764437831908 
846 146.76426481297 146.764783869781 146.764437831907 
847 146.764265221274 146.764783053173 146.764437831907 
848 146.764265628134 146.764782239452 146.764437831907 
849 146.764266033558 146.764781428605 146.764437831907 
850 146.764266437551 146.764780620618 146.764437831907 
851 146.764266840121 146.764779815478 146.764437831906 
852 146.764267241274 146.764779013171 146.764437831906 
853 146.764267641017 146.764778213684 146.764437831906 
854 146.764268039357 146.764777417004 146.764437831906 
855 146.764268436299 146.764776623118 146.764437831906 
856 146.764268831852 146.764775832012 146.764437831906 
857 146.764269226021 146.764775043674 146.764437831905 
858 146.764269618812 146.764774258091 146.764437831905 
859 146.764270010232 146.76477347525 146.764437831905 
860 146.764270400288 146.764772695138 146.764437831905 
861 146.764270788985 146.764771917743 146.764437831905 
862 146.764271176331 146.764771143052 146.764437831904 
863 146.76427156233 146.764770371052 146.764437831904 
864 146.76427194699 146.764769601731 146.764437831904 
865 146.764272330317 146.764768835077 146.764437831904 
866 146.764272712317 146.764768071077 146.764437831904 
867 146.764273092996 146.764767309719 146.764437831903 
868 146.764273472359 146.764766550991 146.764437831903 
869 146.764273850414 146.764765794881 146.764437831903 
870 146.764274227166 146.764765041377 146.764437831903 
871 146.764274602621 146.764764290466 146.764437831903 
872 146.764274976785 146.764763542138 146.764437831903 
873 146.764275349664 146.764762796379 146.764437831903 
874 146.764275721264 146.764762053179 146.764437831902 
875 146.764276091591 146.764761312526 146.764437831902 
876 146.764276460649 146.764760574407 146.764437831902 
877 146.764276828447 146.764759838812 146.764437831902 
878 146.764277194988 146.764759105729 146.764437831902 
879 146.764277560279 146.764758375147 146.764437831902 
880 146.764277924325 146.764757647054 146.764437831901 
881 146.764278287133 146.764756921438 146.764437831901 
882 146.764278648707 146.76475619829 146.764437831901 
883 146.764279009053 146.764755477597 146.764437831901 
884 146.764279368177 146.764754759348 146.764437831901 
885 146.764279726085 146.764754043533 146.764437831901 
886 146.764280082781 146.76475333014 146.7644378319 
887 146.764280438271 146.764752619158 146.7644378319 
888 146.764280792562 146.764751910577 146.7644378319 
889 146.764281145657 146.764751204386 146.7644378319 
890 146.764281497562 146.764750500574 146.7644378319 
891 146.764281848284 146.764749799131 146.7644378319 
892 146.764282197827 146.764749100045 146.764437831899 
893 146.764282546196 146.764748403306 146.764437831899 
894 146.764282893397 146.764747708904 146.764437831899 
895 146.764283239434 146.764747016829 146.764437831899 
896 146.764283584314 146.764746327069 146.764437831899 
897 146.764283928041 146.764745639615 146.764437831899 
898 146.76428427062 146.764744954457 146.764437831899 
899 146.764284612056 146.764744271583 146.764437831899 
900 146.764284952355 146.764743590985 146.764437831898 
901 146.764285291522 146.764742912651 146.764437831898 
902 146.764285629561 146.764742236572 146.764437831898 
903 146.764285966478 146.764741562738 146.764437831898 
904 146.764286302277 146.764740891139 146.764437831898 
905 146.764286636964 146.764740221765 146.764437831898 
906 146.764286970543 146.764739554607 146.764437831898 
907 146.764287303019 146.764738889653 146.764437831897 
908 146.764287634398 146.764738226896 146.764437831897 
909 146.764287964683 146.764737566325 146.764437831897 
910 146.764288293881 146.76473690793 146.764437831897 
911 146.764288621994 146.764736251702 146.764437831897 
912 146.764288949029 146.764735597631 146.764437831897 
913 146.76428927499 146.764734945709 146.764437831897 
914 146.764289599882 146.764734295925 146.764437831896 
915 146.764289923709 146.764733648271 146.764437831896 
916 146.764290246476 146.764733002736 146.764437831896 
917 146.764290568188 146.764732359312 146.764437831896 
918 146.764290888849 146.76473171799 146.764437831896 
919 146.764291208464 146.76473107876 146.764437831896 
920 146.764291527037 146.764730441614 146.764437831896 
921 146.764291844572 146.764729806541 146.764437831896 
922 146.764292161076 146.764729173534 146.764437831896 
923 146.764292476551 146.764728542584 146.764437831895 
924 146.764292791003 146.764727913681 146.764437831895 
925 146.764293104435 146.764727286816 146.764437831895 
926 146.764293416852 146.764726661981 146.764437831895 
927 146.764293728259 146.764726039167 146.764437831895 
928 146.764294038659 146.764725418366 146.764437831895 
929 146.764294348058 146.764724799568 146.764437831895 
930 146.764294656459 146.764724182765 146.764437831894 
931 146.764294963867 146.764723567949 146.764437831894 
932 146.764295270286 146.76472295511 146.764437831894 
933 146.76429557572 146.764722344242 146.764437831894 
934 146.764295880174 146.764721735334 146.764437831894 
935 146.764296183651 146.764721128379 146.764437831894 
936 146.764296486157 146.764720523368 146.764437831894 
937 146.764296787694 146.764719920293 146.764437831894 
938 146.764297088267 146.764719319146 146.764437831893 
939 146.764297387881 146.764718719918 146.764437831893 
940 146.764297686539 146.764718122602 146.764437831893 
941 146.764297984245 146.76471752719 146.764437831893 
942 146.764298281003 146.764716933672 146.764437831893 
943 146.764298576819 146.764716342042 146.764437831893 
944 146.764298871694 146.764715752291 146.764437831893 
945 146.764299165634 146.764715164411 146.764437831893 
946 146.764299458642 146.764714578394 146.764437831893 
947 146.764299750722 146.764713994233 146.764437831892 
948 146.764300041879 146.764713411919 146.764437831892 
949 146.764300332116 146.764712831446 146.764437831892 
950 146.764300621436 146.764712252804 146.764437831892 
951 146.764300909845 146.764711675987 146.764437831892 
952 146.764301197345 146.764711100987 146.764437831892 
953 146.76430148394 146.764710527795 146.764437831892 
954 146.764301769635 146.764709956406 146.764437831892 
955 146.764302054433 146.76470938681 146.764437831892 
956 146.764302338337 146.764708819001 146.764437831892 
957 146.764302621352 146.764708252971 146.764437831891 
958 146.764302903481 146.764707688712 146.764437831891 
959 146.764303184728 146.764707126217 146.764437831891 
960 146.764303465097 146.76470656548 146.764437831891 
961 146.764303744591 146.764706006492 146.764437831891 
962 146.764304023213 146.764705449246 146.764437831891 
963 146.764304300968 146.764704893736 146.764437831891 
964 146.764304577859 146.764704339953 146.764437831891 
965 146.76430485389 146.764703787891 146.764437831891 
966 146.764305129064 146.764703237543 146.76443783189 
967 146.764305403385 146.764702688901 146.76443783189 
968 146.764305676856 146.764702141959 146.76443783189 
969 146.764305949481 146.764701596708 146.76443783189 
970 146.764306221263 146.764701053144 146.76443783189 
971 146.764306492206 146.764700511258 146.76443783189 
972 146.764306762313 146.764699971044 146.76443783189 
973 146.764307031588 146.764699432494 146.76443783189 
974 146.764307300033 146.764698895602 146.76443783189 
975 146.764307567653 146.764698360362 146.76443783189 
976 146.764307834452 146.764697826766 146.76443783189 
977 146.764308100431 146.764697294807 146.764437831889 
978 146.764308365594 146.76469676448 146.764437831889 
979 146.764308629946 146.764696235776 146.764437831889 
980 146.764308893489 146.764695708691 146.764437831889 
981 146.764309156226 146.764695183216 146.764437831889 
982 146.764309418161 146.764694659346 146.764437831889 
983 146.764309679297 146.764694137074 146.764437831889 
984 146.764309939637 146.764693616393 146.764437831889 
985 146.764310199184 146.764693097297 146.764437831889 
986 146.764310457943 146.764692579781 146.764437831889 
987 146.764310715915 146.764692063836 146.764437831889 
988 146.764310973104 146.764691549457 146.764437831889 
989 146.764311229514 146.764691036637 146.764437831888 
990 146.764311485147 146.764690525371 146.764437831888 
991 146.764311740006 146.764690015651 146.764437831888 
992 146.764311994096 146.764689507473 146.764437831888 
993 146.764312247418 146.764689000829 146.764437831888 
994 146.764312499975 146.764688495713 146.764437831888 
995 146.764312751772 146.76468799212 146.764437831888 
996 146.764313002811 146.764687490042 146.764437831888 
997 146.764313253094 146.764686989474 146.764437831888 
998 146.764313502626 146.764686490411 146.764437831888 
999 146.764313751409 146.764685992845 146.764437831888 
1000 146.764313999445 146.764685496772 146.764437831888 
